,id,station_name,open_date,status_code,fuel_type_code,ev_connector_types,ev_network,groups_with_access_code,access_days_time,street_address,city,zip,state,longitude,latitude
10,190518.0,"Kohl's Glendora, CA",2021-05-23,E,ELEC,['J1772'],Volta,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,1225 S Lone Hill Ave,Glendora,91740.0,CA,-117.8328935,34.1172865
11,223515.0,TOYOTA GLENDORA SERVICE 1,2022-07-15,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1949 Auto Centre Dr,Glendora,91740.0,CA,-117.825541,34.11809
12,223709.0,TOYOTA GLENDORA MONUM UNIT CT4K,2022-07-19,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1949 Auto Centre Dr,Glendora,91740.0,CA,-117.826286,34.118593
13,260481.0,SCPPA SCPPA CPE200T,2023-05-09,T,ELEC,"['CHADEMO', 'J1772COMBO']",ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,1160 Nicole Ct,Glendora,91740.0,CA,-117.822457,34.118106
14,48727.0,Camino Real Chevrolet,2012-02-01,E,ELEC,['J1772'],Non-Networked,Private,Service center use only,2401 S Atlantic Blvd,Monterey Park,91754.0,CA,-118.148995,34.036123
15,63060.0,Los Angeles County Sheriff - Headquarters,2014-08-01,E,ELEC,['J1772'],POWERFLEX,Public,8am-5pm M-F,4700 Ramona Blvd,Monterey Park,91754.0,CA,-118.168137,34.060685
16,169310.0,East Los Angeles College - Parking Structure 3,2020-11-09,E,ELEC,['J1772'],Non-Networked,Public,Parking garage hours; permit required,1301 Avenida Cesar Chavez,Monterey Park,91754.0,CA,-118.150683,34.040986
17,171396.0,"Ralphs 715 (Monterey Park, CA)",2021-01-20,E,ELEC,"['CHADEMO', 'J1772COMBO']",Electrify America,Public,24 hours daily,330 N ATLANTIC BLVD EV,Monterey Park,91754.0,CA,-118.13393,34.06601
18,236595.0,Monterey Park,2022-11-24,E,ELEC,"['CHADEMO', 'J1772COMBO']",eVgo Network,Public,24 hours daily,320 W Newmark Ave,Monterey Park,91754.0,CA,-118.12661,34.05953
19,159775.0,BELL SOUTH BAY STATION 1,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,11622 Aviation Blvd,Inglewood,90304.0,CA,-118.377776,33.928823
20,205726.0,Los Angeles County - Sheriff Lennox Central Patrol,2021-07-21,E,ELEC,['J1772'],POWERFLEX,Private,Employee use only,4331 Lennox Blvd,Lennox,90304.0,CA,-118.351911,33.938903
21,255538.0,I-WOOD IWOOD LIVE,2023-03-03,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,4821 W Century Blvd,Inglewood,90304.0,CA,-118.362119,33.945844
22,49133.0,John T Lyle Center for Regenerative Studies,2012-07-16,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; parking permit required,4105 University S Dr,Walnut,91768.0,CA,-117.82341,34.049341
23,53910.0,California State Polytechnic University - Parking Structure 2,2013-08-26,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; parking permit required for use,3801 W Temple Ave,Pomona,91768.0,CA,-117.820001,34.051634
24,155515.0,California State Polytechnic University - Parking Lot H,2020-04-14,E,ELEC,"['J1772', 'NEMA520']",Non-Networked,Public,24 hours daily; parking permit required; 4 hour limit; Drivers must bring their own J1772 cordset for Level 1 charging,3801 W Temple Ave,Pomona,91768.0,CA,-117.818795,34.061071
25,158687.0,H&S ENERGY H&S#23 CHEVRON,2020-06-12,E,ELEC,"['CHADEMO', 'J1772COMBO']",ChargePoint Network,Public,24 hours daily,3190 W Temple Ave,Pomona,91768.0,CA,-117.802596,34.046069
26,7242.0,Universal City Hilton,1998-05-30,E,ELEC,['NEMA520'],Non-Networked,Public - Call ahead,24 hours daily; pay lot; see valet for access; Drivers must bring their own J1772 cordset for Level 1 charging,333 Universal Terrace Pkwy,Universal City,91608.0,CA,-118.35904,34.138717
27,160124.0,STUDIO BNC,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,"4050 Lankershim Blvd, Studio City, CA 91604",Universal City,91608.0,CA,-118.358434,34.142358
28,160133.0,STUDIO 2160-STATION 06,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2160 Parking Garage,Universal City,91608.0,CA,-118.359305,34.1426
29,160135.0,STUDIO 1360-STATION 06,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1360 Parking Garage,Universal City,91608.0,CA,-118.360628,34.139
30,160328.0,10UCP PRKG LVL 5 - D,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10 Universal Hollywood Dr,Universal City,91608.0,CA,-118.361223,34.137598
31,169231.0,Universal Studios Hollywood - Tesla Destination,2015-12-18,E,ELEC,"['J1772', 'TESLA']",Tesla Destination,Public,,8039 Universal City Plaza,Universal City,91608.0,CA,-118.353378,34.138117
32,178447.0,STUDIO 2160-STATION 04,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2160 Parking Garage,Universal City,91608.0,CA,-118.35928,34.142595
33,178448.0,STUDIO 2160-STATION 02,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2160 Parking Garage,Universal City,91608.0,CA,-118.359224,34.142589
34,178449.0,STUDIO 2160-STATION 05,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2160 Parking Garage,Universal City,91608.0,CA,-118.359294,34.142595
35,178450.0,STUDIO 2160-STATION 01,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2160 Parking Garage,Universal City,91608.0,CA,-118.359192,34.142577
36,178451.0,STUDIO 2160-STATION 03,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2160 Parking Garage,Universal City,91608.0,CA,-118.359248,34.142595
37,178455.0,STUDIO 1360-STATION 05,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1360 Parking Garage,Universal City,91608.0,CA,-118.360616,34.138998
38,178795.0,10UCP PRKG LVL 5 - E,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10 Universal Hollywood Dr,Universal City,91608.0,CA,-118.361302,34.137514
39,178796.0,10UCP PRKG LVL 5 - C,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10 Universal Hollywood Dr,Universal City,91608.0,CA,-118.36125,34.137638
40,178797.0,10UCP PRKG LVL 5 - B,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10 Universal Hollywood Dr,Universal City,91608.0,CA,-118.361266,34.137955
41,178798.0,10UCP PRKG LVL 5 - A,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10 Universal Hollywood Dr,Universal City,91608.0,CA,-118.361209,34.138135
42,223860.0,Universal Studio Tour,2021-06-04,E,ELEC,,WAVE,Private,Vehicles must have wireless charging capabilities,100 Universal City Plaza,Los Angeles,91608.0,CA,-118.3527,34.139038
43,123239.0,Maywood Academy High School,2019-04-01,E,ELEC,['J1772'],EV Connect,Private,,6125 Pine Ave,Maywood,90270.0,CA,-118.18904,33.983173
44,67305.0,Los Angeles County - Harbor UCLA Medical Center,2021-08-03,E,ELEC,['J1772'],POWERFLEX,Public,Garage business hours,1000 W Carson St,Torrance,90502.0,CA,-118.290921,33.828186
45,82328.0,Los Angeles County - Harbor UCLA Medical Center,2018-06-30,E,ELEC,['J1772'],Non-Networked,Private,,1000 W Carson St,Torrance,90502.0,CA,-118.294546,33.831538
46,213176.0,KNOX STATION 1,2022-04-01,E,ELEC,['J1772'],ChargePoint Network,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,680 Knox St,Torrance,90502.0,CA,-118.286921,33.853754
47,255685.0,THE ENCLAVE RETAIL CENTER 2,2023-03-09,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,980 W 190th St,Torrance,90502.0,CA,-118.298244,33.829634
48,255686.0,THE ENCLAVE RETAIL CENTER 1,2023-03-09,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,980 W 190th St,Torrance,90502.0,CA,-118.294011,33.857311
49,256878.0,THE ENCLAVE STATION 5385,2023-03-23,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,980 W 190th St,Torrance,90502.0,CA,-118.293807,33.857328
50,256889.0,THE ENCLAVE STATION 4592,2023-03-23,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,980 W 190th St,Torrance,90502.0,CA,-118.293903,33.85732
51,256890.0,THE ENCLAVE STATION 5392,2023-03-23,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,980 W 190th St,Torrance,90502.0,CA,-118.293753,33.857373
52,260156.0,THE ENCLAVE STATION 5411,2023-05-01,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,980 W 190th St,Torrance,90502.0,CA,-118.294086,33.857284
53,183030.0,SANTA CLARITA CYN COUNTRY PK,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 6:00am - 10:00pm,17615 Soledad Canyon Rd,Santa Clarita,91387.0,CA,-118.44232,34.4185
54,213880.0,MONTICELLO MONTICELLOS1,2022-04-13,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,27651 Lincoln Pl,Santa Clarita,91387.0,CA,-118.435794,34.414255
55,213881.0,MONTICELLO MONTICELLON1,2022-04-13,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,27651 Lincoln Pl,Santa Clarita,91387.0,CA,-118.435778,34.414255
56,158748.0,SANTA CLARITA RIVER TRAILHEAD,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 6:00am - 10:00pm,26441 Bouquet Canyon Rd,Santa Clarita,91350.0,CA,-118.53637,34.426485
57,183031.0,SANTA CLARITA SKATE PARK,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 6:00am - 10:00pm,20840 Centre Pointe Pkwy,Santa Clarita,91350.0,CA,-118.499076,34.412073
58,183034.0,SANTA CLARITA CENTRAL PARK,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 6:00am - 10:00pm,27150 Bouquet Canyon Rd,Santa Clarita,91350.0,CA,-118.523888,34.430732
59,205642.0,Los Angeles County Sheriff- Santa Clarita Golden Valley,2021-12-16,E,ELEC,['J1772'],POWERFLEX,Public,24 hours daily,26201 Golden Valley Rd,Santa Clarita,91350.0,CA,-118.50415,34.407277
60,152939.0,4882 N Libbit Ave,2020-01-23,E,ELEC,['J1772'],FLO,Public,24 hours daily,4882 N Libbit Ave,Encino,91436.0,CA,-118.4879229,34.15799831
61,152981.0,16501 Otsego St,2020-01-23,E,ELEC,['J1772'],FLO,Public,24 hours daily,16501 Otsego St,Los Angeles,91436.0,CA,-118.492409,34.163063
62,159328.0,EFC CHARGEPOINT EFC 1,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16133 Ventura Blvd,Los Angeles,91436.0,CA,-118.484614,34.157131
63,160814.0,ENCINO EXEC TWR STATION 2,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16633 Ventura Blvd,Los Angeles,91436.0,CA,-118.495257,34.158288
64,177064.0,EFC CHARGEPOINT EFC 2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16133 Ventura Blvd,Los Angeles,91436.0,CA,-118.484622,34.157101
65,179388.0,ENCINO EXEC TWR STATION 01,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16633 Ventura Blvd,Los Angeles,91436.0,CA,-118.495278,34.158291
66,200509.0,ENCINO MBE CT4023 1,2021-11-04,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16721 Ventura Blvd,Los Angeles,91436.0,CA,-118.497453,34.158538
67,222410.0,ENCINO MBE CPE1,2022-07-01,E,ELEC,"['CHADEMO', 'J1772COMBO']",ChargePoint Network,Public,24 hours daily,16721 Ventura Blvd,Los Angeles,91436.0,CA,-118.49709,34.158503
68,99222.0,16772 Chatsworth,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,16772 Chatsworth St,Granada Hills,91344.0,CA,-118.497144,34.264655
69,103801.0,LADWP - Rinaldi Receiving Station,2016-01-01,E,ELEC,['J1772'],Non-Networked,Private,Fleet use only,15901 Rinaldi St,Granada Hills,91344.0,CA,-118.478491,34.279341
70,152910.0,17729 Chatsworth Ave,2020-01-23,E,ELEC,['J1772'],FLO,Public,24 hours daily,17729 Chatsworth Ave,Granada Hills,91344.0,CA,-118.520876,34.264939
71,153130.0,18099 Rinaldi street,2020-01-29,E,ELEC,['J1772'],FLO,Public,24 hours daily,18099 Rinaldi Street,Los Angeles,91344.0,CA,-118.5591591,34.2747403
72,170695.0,Granada Village - Tesla Supercharger,2020-12-28,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,10823 Zelzah Avenue,Granada Hills,91344.0,CA,-118.526496,34.266405
73,227562.0,10324 Woodley Ave,2022-09-14,E,ELEC,['J1772'],FLO,Public,24 hours daily,10324 Woodley Ave,Los Angeles,91344.0,CA,-118.4849726,34.25821444
74,257237.0,VKUMC VALLEY KOREAN 1,2023-03-29,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10408 Balboa Blvd,Los Angeles,91344.0,CA,-118.50159,34.25984
75,257238.0,VKUMC VALLEY KOREAN 2,2023-03-29,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10408 Balboa Blvd,Los Angeles,91344.0,CA,-118.50179,34.259743
76,75842.0,University of California Los Angeles - Housing Sawtelle Parking Structure,2016-04-12,E,ELEC,['J1772'],Non-Networked,Private,For UCLA students at University Village,3302 Sawtelle Blvd,Los Angeles,90066.0,CA,-118.426229,34.021353
77,80009.0,Whole Foods Market West Los Angeles,2016-11-01,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 9:00pm; Tue 5:00am - 9:00pm; Wed 5:00am - 9:00pm; Thu 5:00am - 9:00pm; Fri 5:00am - 9:00pm; Sat 5:00am - 9:00pm; Sun 5:00am - 9:00pm,11666 National Blvd,Los Angeles,90066.0,CA,-118.4376812,34.02236835
78,150357.0,BOA Washington-Centinela CA9-160,2019-12-19,E,ELEC,"['CHADEMO', 'J1772', 'J1772COMBO']",Electrify America,Public,24 hours daily,12316 W Washington Blvd,Los Angeles,90066.0,CA,-118.42726,33.99637
79,159184.0,WORTHE RESERVE STATION 03,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,13031 W Jefferson Blvd,Los Angeles,90066.0,CA,-118.426225,33.976657
80,159688.0,DAI NEW STATION 5,2020-06-12,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,CA-90,Los Angeles,90066.0,CA,-118.418782,33.9806
81,159689.0,DAI NEW STATION 2,2020-06-12,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,12655 beatrice st,Los Angeles,90066.0,CA,-118.418795,33.980546
82,164846.0,Playa Jefferson,2020-08-06,T,ELEC,['J1772'],Blink Network,TEMPORARILY UNAVAILABLE (Public),,12777 W. Jefferson Blvd,Los Angeles,90066.0,CA,-118.418169,33.97804
83,176756.0,WORTHE RESERVE STATION 02,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,13031 W Jefferson Blvd,Los Angeles,90066.0,CA,-118.426213,33.976622
84,176757.0,WORTHE RESERVE STATION 01,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,13031 W Jefferson Blvd,Los Angeles,90066.0,CA,-118.426195,33.97659
85,177804.0,DAI NEW STATION 3,2021-01-27,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,CA-90,Los Angeles,90066.0,CA,-118.418785,33.980573
86,177805.0,DAI NEW STATION 4,2021-01-27,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,CA-90,Los Angeles,90066.0,CA,-118.418766,33.980654
87,177806.0,DAI NEW STATION 1,2021-01-27,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,CA-90,Los Angeles,90066.0,CA,-118.418772,33.980609
88,190632.0,THE LUCKY THE LUCKY RET.,2021-06-02,E,ELEC,['J1772'],ChargePoint Network,Public,Mon 8:00am - 7:00pm; Tue 8:00am - 7:00pm; Wed 8:00am - 7:00pm; Thu 8:00am - 7:00pm; Fri 8:00am - 7:00pm; Sat 9:00am - 5:00pm; Sun 9:00am - 5:00pm,12811 W Washington Blvd,Los Angeles,90066.0,CA,-118.436966,33.996166
89,191432.0,FORTY55CHARGE FORTY55,2021-06-24,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,4055 Redwood Ave,Los Angeles,90066.0,CA,-118.441935,33.991928
90,207272.0,Haven Apartments - Tesla Supercharger,2022-02-18,E,ELEC,['TESLA'],Tesla,Public,24 hours daily; for Tesla use only,11924 Washington Boulevard,Culver City,90066.0,CA,-118.420422,33.997664
91,220401.0,4519 S Centinela Ave,2022-06-01,E,ELEC,['J1772'],FLO,Public,24 hours daily,4519 S Centinela,Los Angeles,90066.0,CA,-118.4230292,33.99255257
92,220403.0,11500 Palms Blvd,2022-06-01,E,ELEC,['J1772'],FLO,Public,24 hours daily,11500 Palms Blvd,Los Angeles,90066.0,CA,-118.4286681,34.01665482
93,151052.0,Los Cerritos Center,2015-03-31,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,500 Los Cerritos Center,Cerritos,90701.0,CA,-118.09334725,33.85951295
94,113084.0,InterContinental Hotel Los Angeles - Tesla Destination,2014-07-07,E,ELEC,"['J1772', 'TESLA']",Tesla Destination,Public,,2151 Avenue of the Stars,Los Angeles,90067.0,CA,-118.411911,34.054371
95,155148.0,TOPA 1800 AOS 3,2020-04-03,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1800 Avenue of the Stars,Los Angeles,90067.0,CA,-118.417364,34.061032
96,158704.0,CENTURY PARK 2049 EV BAY 3-4,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2049 Century Park E,Los Angeles,90067.0,CA,-118.413095,34.058674
97,160204.0,ARE - 1900 1900 - ELROY,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1900 Avenue of the Stars Level A,Los Angeles,90067.0,CA,-118.417105,34.060328
98,160424.0,CPW GARAGE #2,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10250 Santa Monica Blvd,Los Angeles,90067.0,CA,-118.418879,34.057569
99,160473.0,10100 SM BLVD TOWER L,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10100 Santa Monica Blvd,Los Angeles,90067.0,CA,-118.416586,34.061698
100,160566.0,IRVINE  CO  OFC FOX PLAZA PS 06,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2121 Avenue of the Stars,Los Angeles,90067.0,CA,-118.414072,34.054281
101,160905.0,1888 CPE STATION 02,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1888 Century Park E,Los Angeles,90067.0,CA,-118.413583,34.061314
102,175944.0,CENTURY PARK 2049 EV BAY 1-2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2049 Century Park E,Los Angeles,90067.0,CA,-118.413122,34.058653
103,175945.0,CENTURY PARK 2049 EV BAY 5,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2049 Century Park E,Los Angeles,90067.0,CA,-118.413073,34.058687
104,175946.0,CENTURY PARK 2049 EV BAY 6,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2049 Century Park E,Los Angeles,90067.0,CA,-118.413027,34.058713
105,175947.0,CENTURY PARK 2049 EV BAY 9,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2049 Century Park E,Los Angeles,90067.0,CA,-118.41299,34.058737
106,175948.0,CENTURY PARK 2049 EV BAY 7-8,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2049 Century Park E,Los Angeles,90067.0,CA,-118.413011,34.058727
107,177750.0,WATT PLAZA L4 EV11 EV12,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.41518,34.06113
108,177751.0,WATT PLAZA L3 EV7 EV8,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.415062,34.061158
109,177752.0,WATT PLAZA L3 EV5 EV6,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.415032,34.061177
110,177753.0,WATT PLAZA L4 EV3 EV4,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.415043,34.061231
111,177754.0,WATT PLAZA L3 EV3 EV4,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.415007,34.061194
112,177755.0,WATT PLAZA L3 EV VAN1,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.414873,34.061488
113,177756.0,WATT PLAZA L4 EV VAN2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.414905,34.06147
114,177758.0,WATT PLAZA L4 EV5 EV6,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1875 Century Park E,Los Angeles,90067.0,CA,-118.41506,34.061214
115,178101.0,CENTURY PARK 2029 EV BAY 6,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2029 Century Park E,Los Angeles,90067.0,CA,-118.41391,34.059596
116,178102.0,CENTURY PARK 2029 EV BAY 9,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2029 Century Park E,Los Angeles,90067.0,CA,-118.413864,34.059624
117,178105.0,CENTURY PARK 2029 EV BAY 7-8,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2029 Century Park E,Los Angeles,90067.0,CA,-118.41389,34.059609
118,178537.0,ARE - 1900 1900 - ASTRO,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1900 Avenue of the Stars Level A,Los Angeles,90067.0,CA,-118.416916,34.060273
119,178838.0,CENTURY PARK AOS EV BAY 2-1,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2000 Avenue of the Stars,Los Angeles,90067.0,CA,-118.414091,34.058414
120,178990.0,10100 SM BLVD ANNEX L,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10100 Santa Monica Blvd,Los Angeles,90067.0,CA,-118.416662,34.06165
121,178991.0,10100 SM BLVD ANNEX R,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10100 Santa Monica Blvd,Los Angeles,90067.0,CA,-118.416644,34.061667
122,178992.0,10100 SM BLVD TOWER R,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,10100 Santa Monica Blvd,Los Angeles,90067.0,CA,-118.416606,34.061686
123,179155.0,IRVINE  CO  OFC FOX PLAZA PS 05,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2121 Avenue of the Stars,Los Angeles,90067.0,CA,-118.414053,34.054307
