,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency
10,private,,,,2023-01-10,,ELEC,Private,191209,2020-10-27,T,E,,LADWP - Harbor District HQ,,2023-02-15T22:45:41Z,UTILITY,200-9,33.743771,-118.297368,San Pedro,,,CA,950 W 1st St 4,90731,US,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
11,public,24 hours daily,,,2023-05-14,,ELEC,Public,195646,2016-10-12,,E,,302 Fifth Street,800-663-5633,2023-05-14T00:00:34Z,,GPS,33.740054,-118.283969,San Pedro,These stations are available to drivers between the hours of 8am - 8pm 7 days a week.,,CA,"302 W. Fifth ST, Suite 103",90731,US,,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1178'], 'posts': ['2849']}",
12,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-14,,ELEC,Public - Credit card at all times,220155,2022-05-20,P,E,False,Cabrillo Marine Aquarium,310-548-7562,2023-02-14T15:54:11Z,PARKING_LOT,GPS,33.7114550324512,-118.285057093672,San Pedro,,,CA,3720 Stephen M White Dr,90731,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
13,public,24 hours daily,,,2023-05-14,,ELEC,Public,220976,2022-06-08,,E,,2253 S Pacific Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.72345186,-118.2878842,Los Angeles,,,CA,2253 S Pacific Ave,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10426']},
14,public,24 hours daily,,,2023-05-14,,ELEC,Public,222895,2022-07-08,,E,,676 shepard street,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.70707309,-118.2913443,Los Angeles,,,CA,675 Shepard St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10536']},
15,private,Vehicles must have wireless charging capabilities,FLEET,,2022-08-10,,ELEC,Private - Fleet customers only,223861,2022-04-12,P,E,,San Pedro Catalina Terminal,,2023-02-14T15:54:11Z,OTHER,GPS,33.751656,-118.27525,Los Angeles,N Harbor Blvd and Swinford St,,CA,San Pedro Catalina Terminal Amtrak,90731,US,,,,,,,,,,,,,2.0,,,WAVE,https://waveipt.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé aux clients de parcs,,,
16,public,24 hours daily,,,2023-05-14,,ELEC,Public,260315,2023-05-05,,E,,798 W 35th St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.712382,-118.2913228,Los Angeles,,,CA,798 W 35th St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10696']},
17,public,24 hours daily,,,2023-05-14,,ELEC,Public,260316,2023-05-05,,E,,522 W 23rd St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.72328364,-118.288541,Los Angeles,,,CA,522 W 23rd St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10695']},
18,public,24 hours daily,,,2023-05-14,,ELEC,Public,260448,2023-05-06,,E,,574 W 10th St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.73519497,-118.2895513,Los Angeles,,,CA,574 W 10th St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10787']},
19,public,24 hours daily,,,2023-05-14,,ELEC,Public,260452,2023-05-06,,E,,733 W 18th St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.72783369,-118.2928879,Los Angeles,,,CA,733 W 18th St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10772']},
20,public,24 hours daily,,,2023-05-14,,ELEC,Public,260453,2023-05-06,,E,,1110 W 10th St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.73522271,-118.3015887,Los Angeles,,,CA,1110 W 10th St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10655']},
21,public,24 hours daily,,,2023-05-14,,ELEC,Public,260455,2023-05-06,,E,,644 W 40th St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.70791595,-118.2912783,Los Angeles,,,CA,644 W 40th St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10825']},
22,public,24 hours daily,,,2023-05-14,,ELEC,Public,260457,2023-05-06,,E,,341 N Marshall Ct,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.74615355,-118.2933215,Los Angeles,,,CA,341 N Marshall Ct,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10769']},
23,public,24 hours daily,,,2023-05-14,,ELEC,Public,260458,2023-05-06,,E,,535 W 15th St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.73055005,-118.2888874,Los Angeles,,,CA,535 W 15th St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10811']},
24,public,24 hours daily,,,2023-05-14,,ELEC,Public,260459,2023-05-06,,E,,879 W 3rd St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.7415581,-118.296276,Los Angeles,,,CA,879 W 3rd St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10778']},
25,public,24 hours daily,,,2023-05-14,,ELEC,Public,260461,2023-05-06,,E,,931 W Hamilton Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.72001878,-118.2983588,Los Angeles,,,CA,931 W Hamilton Ave,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10846']},
26,public,24 hours daily,,,2023-05-14,,ELEC,Public,260463,2023-05-06,,E,,318 S Cabrillo Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.74104018,-118.2946007,Los Angeles,,,CA,318 S Cabrillo Ave,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10712']},
27,public,24 hours daily,,,2023-05-14,,ELEC,Public,260592,2023-05-10,,E,,667 W 37th,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.71063646,-118.2913739,Los Angeles,,,CA,667 W 37th,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10646']},
28,public,24 hours daily,,,2023-05-14,,ELEC,Public,260664,2023-05-11,,E,,2801 Baywater Ave,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.71867635,-118.293606,Los Angeles,,,CA,2801 Baywater Ave,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10781']},
29,public,24 hours daily,,,2023-05-14,,ELEC,Public,260667,2023-05-11,,E,,571 W 14th St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.73155464,-118.289469,Los Angeles,,,CA,571 W 14th St,90731,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10745']},
